cve,sourceidentifier,published,lastmodified,vulnstatus,description,cvssmetricv31_source,cvssmetricv31_type,cvssmetricv31_version,cvssmetricv31_vectorstring,cvssmetricv31_attackvector,cvssmetricv31_attackcomplexity,cvssmetricv31_privilegesrequired,cvssmetricv31_userinteraction,cvssmetricv31_scope,cvssmetricv31_confidentialityimpact,cvssmetricv31_integrityimpact,cvssmetricv31_availabilityimpact,cvssmetricv31_basescore,cvssmetricv31_baseseverity,cvssmetricv31_exploitabilityscore,cvssmetricv31_impactscore,cvssmetricv2_source,cvssmetricv2_type,cvssmetricv2_version,cvssmetricv2_vectorstring,cvssmetricv2_attackvector,cvssmetricv2_attackcomplexity,cvssmetricv2_privilegesrequired,cvssmetricv2_userinteraction,cvssmetricv2_scope,cvssmetricv2_confidentialityimpact,cvssmetricv2_integrityimpact,cvssmetricv2_availabilityimpact,cvssmetricv2_basescore,cvssmetricv2_baseseverity,cvssmetricv2_exploitabilityscore,cvssmetricv2_impactscore
CVE-2001-0338,cve@mitre.org,2001-06-27T04:00:00.000,2021-07-23T12:18:31.047,Modified,"Internet Explorer 5.5 and earlier does not properly validate digital certificates when Certificate Revocation List (CRL) checking is enabled, which could allow remote attackers to spoof trusted web sites, aka the ""Server certificate validation vulnerability.""",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:H/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,5.1,MEDIUM,4.9,6.4
CVE-2001-0339,cve@mitre.org,2001-06-27T04:00:00.000,2021-07-23T12:18:04.053,Modified,"Internet Explorer 5.5 and earlier allows remote attackers to display a URL in the address bar that is different than the URL that is actually being displayed, which could be used in web site spoofing attacks, aka the ""Web page spoofing vulnerability.""",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0355,cve@mitre.org,2001-06-27T04:00:00.000,2016-10-18T02:10:42.490,Modified,Novell Groupwise 5.5 (sp1 and sp2) allows a remote user to access arbitrary files via an implementation error in Groupwise system policies.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0358,cve@mitre.org,2001-06-27T04:00:00.000,2017-12-19T02:29:19.677,Modified,"Buffer overflows in Sierra Half-Life build 1573 and earlier allow remote attackers to execute arbitrary code via (1) a long map command, (2) a long exec command, or (3) long input in a configuration file.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0359,cve@mitre.org,2001-06-27T04:00:00.000,2017-12-19T02:29:19.753,Modified,Format string vulnerability in Sierra Half-Life build 1573 and earlier allows a remote attacker to execute arbitrary code via the map command.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0360,cve@mitre.org,2001-06-27T04:00:00.000,2017-12-19T02:29:19.817,Modified,Directory traversal vulnerability in help.cgi in Ikonboard 2.1.7b and earlier allows a remote attacker to read arbitrary files via a .. (dot dot) attack in the helpon parameter.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0361,cve@mitre.org,2001-06-27T04:00:00.000,2018-05-03T01:29:11.913,Modified,"Implementations of SSH version 1.5, including (1) OpenSSH up to version 2.3.0, (2) AppGate, and (3) ssh-1 up to version 1.2.31, in certain configurations, allow a remote attacker to decrypt and/or alter traffic via a ""Bleichenbacher attack"" on PKCS#1 version 1.5.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:H/Au:N/C:P/I:P/A:N,null,null,null,null,null,PARTIAL,PARTIAL,NONE,4,MEDIUM,4.9,4.9
CVE-2001-0364,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:41.937,Modified,SSH Communications Security sshd 2.4 for Windows allows remote attackers to create a denial of service via a large number of simultaneous connections.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-2001-0365,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:41.983,Modified,"Eudora before 5.1 allows a remote attacker to execute arbitrary code, when the 'Use Microsoft Viewer' and 'allow executables in HTML content' options are enabled, via an HTML email message containing Javascript, with ActiveX controls and malicious code within IMG tags.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0366,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:42.047,Modified,"saposcol in SAP R/3 Web Application Server Demo before 1.5 trusts the PATH environmental variable to find and execute the expand program, which allows local users to obtain root access by modifying the PATH to point to a Trojan horse expand program.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-2001-0367,cve@mitre.org,2001-06-27T04:00:00.000,2016-10-18T02:10:48.740,Modified,Mirabilis ICQ WebFront Plug-in ICQ2000b Build 3278 allows a remote attacker to create a denial of service via HTTP URL requests containing a large number of % characters.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-2001-0368,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:42.093,Modified,"Directory traversal vulnerability in BearShare 2.2.2 and earlier allows a remote attacker to read certain files via a URL containing a series of . characters, a variation of the .. (dot dot) attack.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0369,cve@mitre.org,2001-06-27T04:00:00.000,2017-12-19T02:29:19.893,Modified,Buffer overflow in lpsched on DGUX version R4.20MU06 and MU02 allows a local attacker to obtain root access via a long command line argument (non-existent printer name).,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-2001-0370,cve@mitre.org,2001-06-27T04:00:00.000,2017-12-19T02:29:19.957,Modified,"fcheck prior to 2.57.59 calls the file signature checking program insecurely, which can allow a local user to run arbitrary commands via a file name that contains shell metacharacters.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-2001-0378,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:42.407,Modified,"readline prior to 4.1, in OpenBSD 2.8 and earlier, creates history files with insecure permissions, which allows a local attacker to recover potentially sensitive information via readline history files.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,2.1,LOW,3.9,2.9
CVE-2001-0381,cve@mitre.org,2001-06-27T04:00:00.000,2017-07-11T01:29:04.243,Modified,The OpenPGP PGP standard allows an attacker to determine the private signature key via a cryptanalytic attack in which the attacker alters the encrypted private key file and captures a single message signed with the signature key.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-2001-0388,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:42.717,Modified,time server daemon timed allows remote attackers to cause a denial of service via malformed packets.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,10,HIGH,10,10
CVE-2001-0407,cve@mitre.org,2001-06-27T04:00:00.000,2019-10-07T16:40:14.697,Modified,Directory traversal vulnerability in MySQL before 3.23.36 allows local users to modify arbitrary files and gain privileges by creating a database whose name starts with .. (dot dot).,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-2001-0415,cve@mitre.org,2001-06-27T04:00:00.000,2017-12-19T02:29:20.410,Modified,"REDIPlus program, REDI.exe, stores passwords and user names in cleartext in the StartLog.txt log file, which allows local users to gain access to other accounts.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-2001-0416,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:43.297,Modified,"sgml-tools (aka sgmltools) before 1.0.9-15 creates temporary files with insecure permissions, which allows other users to read files that are being processed by sgml-tools.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,2.1,LOW,3.9,2.9
CVE-2001-0417,cve@mitre.org,2001-06-27T04:00:00.000,2020-01-21T15:45:38.117,Analyzed,Kerberos 4 (aka krb4) allows local users to overwrite arbitrary files via a symlink attack on new ticket files.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:N/I:P/A:N,null,null,null,null,null,NONE,PARTIAL,NONE,2.1,LOW,3.9,2.9
CVE-2001-0425,cve@mitre.org,2001-06-27T04:00:00.000,2008-09-05T20:24:04.803,Analyzed,"AdLibrary.pm in AdCycle 0.78b allows remote attackers to gain privileges to AdCycle via a malformed Agent: header in the HTTP request, which is inserted into a resulting SQL query that is used to verify login information.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0441,cve@mitre.org,2001-06-27T04:00:00.000,2017-12-19T02:29:20.660,Modified,Buffer overflow in (1) wrapping and (2) unwrapping functions of slrn news reader before 0.9.7.0 allows remote attackers to execute arbitrary commands via a long message header.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0442,cve@mitre.org,2001-06-27T04:00:00.000,2008-09-05T20:24:07.460,Analyzed,Buffer overflow in Mercury MTA POP3 server for NetWare 1.48 and earlier allows remote attackers to cause a denial of service and possibly execute arbitrary code via a long APOP command.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0449,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:43.907,Modified,Buffer overflow in WinZip 8.0 allows attackers to execute arbitrary commands via a long file name that is processed by the /zipandemail command line option.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-2001-0450,cve@mitre.org,2001-06-27T04:00:00.000,2017-12-19T02:29:20.737,Modified,"Directory traversal vulnerability in Transsoft FTP Broker before 5.5 allows attackers to (1) delete arbitrary files via DELETE, or (2) list arbitrary directories via LIST, via a .. (dot dot) in the file name.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:N,null,null,null,null,null,PARTIAL,PARTIAL,NONE,6.4,MEDIUM,10,4.9
CVE-2001-0451,cve@mitre.org,2001-06-27T04:00:00.000,2017-12-19T02:29:20.817,Modified,INDEXU 2.0 beta and earlier allows remote attackers to bypass authentication and gain privileges by setting the cookie_admin_authenticated cookie value to 1.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0452,cve@mitre.org,2001-06-27T04:00:00.000,2008-09-05T20:24:08.787,Analyzed,"BRS WebWeaver FTP server before 0.64 Beta allows remote attackers to obtain the real pathname of the server via a ""CD *"" command followed by an ls command.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0453,cve@mitre.org,2001-06-27T04:00:00.000,2008-09-05T20:24:08.943,Analyzed,"Directory traversal vulnerability in BRS WebWeaver HTTP server allows remote attackers to read arbitrary files via a .. (dot dot) attack in the (1) syshelp, (2) sysimages, or (3) scripts directories.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0454,cve@mitre.org,2001-06-27T04:00:00.000,2017-12-19T02:29:20.877,Modified,Directory traversal vulnerability in SlimServe HTTPd 1.1a allows remote attackers to read arbitrary files via a ... (modified dot dot) in the HTTP request.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0455,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:43.967,Modified,"Cisco Aironet 340 Series wireless bridge before 8.55 does not properly disable access to the web interface, which allows remote attackers to modify its configuration.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0456,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:44.017,Modified,"postinst installation script for Proftpd in Debian 2.2 does not properly change the ""run as uid/gid root"" configuration when the user enables anonymous access, which causes the server to run at a higher privilege than intended.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0457,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:44.063,Modified,man2html before 1.5-22 allows remote attackers to cause a denial of service (memory exhaustion).,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-2001-0458,cve@mitre.org,2001-06-27T04:00:00.000,2017-12-19T02:29:20.940,Modified,Multiple buffer overflows in ePerl before 2.2.14-0.7 allow local and remote attackers to execute arbitrary commands.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0459,cve@mitre.org,2001-06-27T04:00:00.000,2017-12-19T02:29:21.003,Modified,"Buffer overflows in ascdc Afterstep while running setuid allows local users to gain root privileges via a long (1) -d option, (2) -m option, or (3) -f option.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-2001-0460,cve@mitre.org,2001-06-27T04:00:00.000,2017-12-19T02:29:21.067,Modified,"Websweeper 4.0 does not limit the length of certain HTTP headers, which allows remote attackers to cause a denial of service (memory exhaustion) via an extremely large HTTP Referrer: header.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-2001-0461,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:44.123,Modified,template.cgi in Free On-Line Dictionary of Computing (FOLDOC) allows remote attackers to read files and execute commands via shell metacharacters in the argument to template.cgi.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0462,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:44.203,Modified,Directory traversal vulnerability in Perl web server 0.3 and earlier allows remote attackers to read arbitrary files via a .. (dot dot) in the URL.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0463,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:44.267,Modified,Directory traversal vulnerability in cal_make.pl in PerlCal allows remote attackers to read arbitrary files via a .. (dot dot) in the p0 parameter.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0467,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:44.373,Modified,Directory traversal vulnerability in RobTex Viking Web server before 1.07-381 allows remote attackers to read arbitrary files via a \... (modified dot dot) in an HTTP URL request.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0468,cve@mitre.org,2001-06-27T04:00:00.000,2017-12-19T02:29:21.127,Modified,Buffer overflow in FTPFS allows local users to gain root privileges via a long user name.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-2001-0469,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:44.437,Modified,"rwho daemon rwhod in FreeBSD 4.2 and earlier, and possibly other operating systems, allows remote attackers to cause a denial of service via malformed packets with a short length.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
